"The Lord of the Rings (book)","2","Where does Gandalf want to meet with Frodo?","The Prancing Pony Inn","The Dancing Pony","Dance Horse Inn","Horse Inn"
"The Lord of the Rings (book)","2","Where was the one ring forged?","Mount doom","Sauron's house","Minas Tirith","The Shire"
"The Lord of the Rings (book)","2","What faction has a white hand on its flag?","Isengard","Mordor","The Fellowship","The Nazgûl"
"The Lord of the Rings (book)","2","What were the Nazgûl before they became Nazgûl?","Kings of the humans","Ghosts","Orcs","Dwarven kings"
"The Lord of the Rings (book)","2","Where is the kingdom of Lothloríen?","In a forest","Near the sea","In the mountains","In the Shire"
"The Lord of the Rings (book)","2","What is treebeard?","An ent","The nickname of Gimli","A city","Something to smoke"
"The Lord of the Rings (book)","2","Whats Pippins full name?","Peregrin Took","Perry Tuck","Perigrin Brandybock","Perry Brandybock"
"The Lord of the Rings (book)","2","How many hobbits are in the fellowship?","4","1","2","3"
"The Lord of the Rings (book)","2","How many humans are in the fellowship?","2","1","0","4"
"The Lord of the Rings (book)","2","What attacks Frodo and Sam in Cirith Ungol?","A huge spider","A berserker","A wizard","A warg"
"The Lord of the Rings (book)","2","What is a mount for some orcs?","Wargs","Dwarfs","Eagles","Elves"
"The Lord of the Rings (book)","2","Hobbits are usually _____ ?","peaceful","angry","crazy","sad"
"The Lord of the Rings (book)","2","Denethor is the steward of _____ ?","Gondor","Minas Morgul","The Shire","Rivendell"
"The Lord of the Rings (book)","2","What did Bilbo discover and later give to Frodo?","The one ring","A dragonheart","His home","A map of middle earth"
"The Lord of the Rings (book)","2","What is Sam's occupation?","Gardener","Landlord","Blacksmith","Miller"
"The Lord of the Rings (book)","2","Who does not want to take the one ring for himself?","Gandalf","Sauron","Gollum","Saruman"
"The Lord of the Rings (book)","2","What are orcs afraid of?","Sunlight","Shadows","Food","Books"
"The Lord of the Rings (book)","2","Where did the hobbits go after Bree?","Rivendell","Lothoríen","Minas Tirith","Moria"
"The Lord of the Rings (book)","2","Pippin and Merry are _____ ?","Good friends","Brothers","Two mountains","Enemies"
"The Lord of the Rings (book)","2","Whats the name of the white city?","Minas Tirith","Edoras","Moria","Thal"
"The Lord of the Rings (book)","2","With what weapon do dwarves often fight?","An axe","A bow","A whip","A spear"
"The Lord of the Rings (book)","2","With what weapon does Legolas most often fight?","A bow","A dagger","A two hand sword","An axe"
"The Lord of the Rings (book)","2","How do the Nazgûl NOT travel?","On trolls","On horses","On flying beasts","On their feet"
"The Lord of the Rings (book)","2","What happens in Rivendell?","The council of Elrond","A market","Sauron gets his ring","A fight"
"The Lord of the Rings (book)","2","Who wants to conquer Middle earth?","Sauron","Aragorn","The elves","Nobody"
"The Lord of the Rings (book)","2","What do hobbits have on their feet?","Thick hair","Shoes","Six toes","Twelve toes"
"The Lord of the Rings (book)","2","Which is not a human kingdom?","Loríen","Gondor","Rohan","Rûhn"
"The Lord of the Rings (book)","2","What is Sam's last name?","Gamgee","Gardener","Beutlin","Ganny"
"The Lord of the Rings (book)","2","What's the colour of the capes the hobbits are given in Lothlorien?","Green/Gray","Red","Black","Yellow"
"The Lord of the Rings (book)","2","What are Taters?","Potatoes","Apples","Carrots","Pineapples"
"The Lord of the Rings (book)","2","Dwarfs are very good ______ ?","Blacksmiths","Gardeners","Horsemen","Farmers"
"The Lord of the Rings (book)","2","What is not in the Shire?","Rivendell","Hobbiton","Oatbarton","Tuckborough"
"The Lord of the Rings (book)","2","What colour are the horses of the Nazgûl?","Black","Brown","White","Red"
"The Lord of the Rings (book)","2","The Hobbit, or ___________________ ?","There and Back Again","Never to be seen again","I'll be back","See ya"
"The Lord of the Rings (book)","2","What are Mûmakil?","Huge animals, somewhat like elephants","Eagles","Mounts of the Nazgûl","Giant rats"
"The Lord of the Rings (book)","2","Who plays a big role in Bilbo's adventure?","A dragon","Frodo","Sauron","The Nazgûl"
"The Lord of the Rings (book)","2","Who is the leader of the dwarfs adventure?","Thorin","Frodo","Gloin","Bilbo"
"The Lord of the Rings (book)","2","Who is the brother of Boromir?","Faramir","Toramir","Bergond","Aragorn"
"The Lord of the Rings (book)","2","Which gate protects Mordor?","The black gate","The big gate","Saurons gate","The red gates"
"The Lord of the Rings (book)","2","Which birthday did Bilbo celebrate as he left the Shire?","111","100","99","120"
"The Lord of the Rings (book)","2","What is Frodo supposed to do with the ring?","Destroy it","Give it to Sauron","Bring it to Gondor","Use it"
"The Lord of the Rings (book)","2","What happens if someone uses the ring?","He becomes invisible","He becomes stronger","He becomes faster","He becomes younger"
"The Lord of the Rings (book)","2","Who do Merry and Pippin meet in Fangorn forest?","Treebeard","Saruman","Aragorn","A Nazgûl"
"The Lord of the Rings (book)","2","Who sings a song about fresh fish?","Gollum","Sam","Elrond","Bilbo"
"The Lord of the Rings (book)","2","What do the hobbits ride?","Ponies","Horses","Wolves","Goats"
"The Lord of the Rings (book)","2","How do Gimli and Legolas compete?","Who killed the most orcs","Whom Galadriel likes more","Who survives the battle","Who is more loyal to Aragorn"
"The Lord of the Rings (book)","2","What is the name of the inn where the hobbits meet Aragorn?","The Prancing Pony","The Green Dragon","The Ivy Bush","The Golden Perch"
"The Lord of the Rings (book)","2","Whose grave does the Fellowship find in Moria, which disturbs Gimli terribly?","Balin","Gloin (his father)","Thorin","Dain"
"The Lord of the Rings (book)","2","What type of blade is Frodo stabbed with during the fight on Weathertop?","Morgul-blade","Shadow-blade","Mordor-blade","Ghost-blade"
"The Lord of the Rings (book)","2","What was the name of the hobbit Smeagol killed to steal the One Ring?","Deagol","Bingo","Gaffer","Fredegar"
"The Lord of the Rings (book)","2","What is the name of Bilbo's, later Frodo's, home in The Shire?","Bag End","The Prancing Pony","Underhill","Bagginton"
"The Lord of the Rings (book)","3","At the beginning of The Lord of the Rings, where do Frodo and Bilbo live?","Bag End","Baggend","Beutling","Rivendell"
"The Lord of the Rings (book)","3","Where do the Haradrim come from?","South","North","East","West"
"The Lord of the Rings (book)","3","How old could hobbits get?","About 100 years","Only 50 years","Half as long as humans","Up to 500 years"
"The Lord of the Rings (book)","3","Whats Merrys full name?","Meriadoc Brandybuck","Merryli Bradybock","Meriadock Tuck","Merryli Tuck"
"The Lord of the Rings (book)","3","Who does not fight against the free people?","Boromir","Saruman","Gothmog","The mouth of Sauron"
"The Lord of the Rings (book)","3","Who accompanies the hobbits to Rivendell?","Aragorn","Gandalf","Gollum","Sméagol"
"The Lord of the Rings (book)","3","What is Bilbo's home called?","Bag End","Hobbingen","Shire","Rivendell"
"The Lord of the Rings (book)","3","Whats the name of the Witch kings residence?","Minas Morgul","Minas Ithilien","Thal","Barad Dûr"
"The Lord of the Rings (book)","3","Why was the Gap of Rohan too dangerous?","Isengard's Uruk-hai","Rohans Rohirrim","Rûhns Soldiers","Mordors Orcs"
"The Lord of the Rings (book)","3","How does Gollum eat his fish?","raw","stewed","fried","smoked"
"The Lord of the Rings (book)","3","How many other rings of power (except the one) have been made?","19","18","20","What rings?"
"The Lord of the Rings (book)","3","Who is the lord of the one ring?","Sauron","Frodo","Bilbo","Gollum"
"The Lord of the Rings (book)","3","Whats Boromirs homeland?","Gondor","Rohan","Loríen","The Shire"
"The Lord of the Rings (book)","3","What is special about Bree?","Humans and hobbits both live there","The pipes","The hobbits there are bigger","The weather"
"The Lord of the Rings (book)","3","How does the inscription on the one ring become visible?","Put it in the fire","Freeze it","It is always visible","Hit it with a hammer"
"The Lord of the Rings (book)","3","Who told Sauron about the ring's location in the Shire?","Gollum","Gandalf","Saruman","Witch king"
"The Lord of the Rings (book)","3","How much is Bilbos mithril shirt worth, according to Gandalf?","More than the entire Shire","1000 pounds gold","It isn't worth anything","Almost nothing"
"The Lord of the Rings (book)","3","Who is the highest in Gandalf's order?","Saruman","Elrond","Radagast","Galadriel"
"The Lord of the Rings (book)","3","Who betrays Gandalf and holds him as a prisoner?","Saruman","Gwaihir","The witch king","Elrond"
"The Lord of the Rings (book)","3","How does Bilbo surprise the people on his birthday party?","He vanishes","Elves attend the party","Everybody has to pay","Nothing happens at all"
"The Lord of the Rings (book)","3","What is special about hobbit birthdays?","Everybody gets a present.","There is no beer.","Only the men are allowed to eat.","Children are forbidden."
"The Lord of the Rings (book)","3","What is not associated with Gandalf?","A bow","A sword","A staff","A beard"
"The Lord of the Rings (book)","3","Where did Bilbo go on his great journey?","Lonely mountain","Mount doom","Caradhras","The barrows"
"The Lord of the Rings (book)","3","What's the name of the landlord from the The Prancing Pony Inn?","Butterbur","Albert","James","Butterfly"
"The Lord of the Rings (book)","3","What's Frodos pseudonym in Bree?","Underhill","Oversea","Meyer","Frodo the hobbit"
"The Lord of the Rings (book)","3","What glows for the fellowship in the mines of Moria?","Gandalf's staff","Galadriel's light","A torch","Sunlight"
"The Lord of the Rings (book)","3","How does the fellowship label the mines of Moria?","A tomb","A hole","An Inn","A valley"
"The Lord of the Rings (book)","3","What is the symbol of Gondor?","A white tree","A white dagger","A bluebird","A blue sword"
"The Lord of the Rings (book)","3","Who ruled Gondor before Aragorn's return?","A steward","A king","A general","No one"
"The Lord of the Rings (book)","3","Who is the king of Rohan?","Théoden","Elrond","Aragorn","Denethor"
"The Lord of the Rings (book)","3","Whats Éomers homeland?","Rohan","Gondor","Loríen","Rûhn"
"The Lord of the Rings (book)","3","Where do the elves live in Lothloríen?","Tree houses","Houses","Tents","Caves"
"The Lord of the Rings (book)","3","What decides the battle for Helms Deep?","The arrival of the rohirrim","The arrival of the ghosts","A balrog appeared","The arrival of the elves"
"The Lord of the Rings (book)","3","Who has to fight in the battle for Helms Deep?","Elders and children","Women","Sauron","Humans form Thal"
"The Lord of the Rings (book)","3","Who tries to convince the ents to fight?","Merry and Pippin","Legolas and Gimli","Saruman","Aragorn"
"The Lord of the Rings (book)","3","From where does Theoden come with his people as they march to Helms Deep?","Edoras","Rivendell","Minas Tirith","Lothloríen"
"The Lord of the Rings (book)","3","Who comes to help in the battle in front of the black gate?","The eagles","Elves","The undead","Defecting orcs"
"The Lord of the Rings (book)","3","What ends the battle in front of the black gate?","The destruction of the one ring","Sauron's arrival","The arrival of the eagles","Gandalf's magic"
"The Lord of the Rings (book)","3","Who does not sail into the west with Frodo?","Sam","Bilbo","Gandalf","Elrond"
"The Lord of the Rings (book)","3","Who saves Frodo after the orcs captured him?","Sam","Sméagol","Gandalf","Aragorn"
"The Lord of the Rings (book)","3","How does Boromir try to get the attention of the Uruks?","He blows the horn of Gondor","A dance","A fire","A taunt"
"The Lord of the Rings (book)","3","Against whom do the ents fight?","Isengard","Rohan","Thal","Rûhn"
"The Lord of the Rings (book)","3","How does Denethor try to kill himself and Faramir?","Burn alive","Die in battle","Drown","Jump off a cliff"
"The Lord of the Rings (book)","3","Who is Arwen's father?","Elrond","Celeborn","Legolas","Thranduil"
"The Lord of the Rings (book)","3","Who follows Aragorn to the army of the dead?","Legolas and Gimli","Gandalf","He went alone","The whole fellowship"
"The Lord of the Rings (book)","3","What kills Boromir?","Arrows","A sword","An axe","A dagger"
"The Lord of the Rings (book)","3","What color does Sting glow if orcs are near?","Blue","Red","Green","Yellow"
"The Lord of the Rings (book)","3","How did Gollum die?","He fell into Mount Doom","Frodo stabbed him","He drowned","He committed suicide"
"The Lord of the Rings (book)","3","Imladris is more commonly known as what?","Rivendell","The Last Fortress","The Grey Havens","Dimrill Dale"
"The Lord of the Rings (book)","3","What people inhabit Bree?","Humans and hobbits mixed","Only Hobbits are allowed as inhabitants","Only inhabited by humans","It is a rangers outpost and therefore inhabited by the Dúnedain"
"The Lord of the Rings (book)","3","Under which name does Frodo travel through the shire on his way to Imladris?","Underhill","Took","Sackville-Baggins","Butterbur"
"The Lord of the Rings (book)","3","How does Éomer help Aragorn, Legolas and Gimli on their pursuit of Merry and Pippin?","He lends them two horses","He orders three of his riders to help and guard them until they reach Edoras","He lends them three horses","He supplies them with food and water for their journey to Fangorn"
"The Lord of the Rings (book)","3","What is the meeting of the Ents called?","Entmoot","Treebeard's Council","Entting","The Gathering"
"The Lord of the Rings (book)","3","Who kills the Witch-king?","Éowyn","Théoden","Merry","Aragorn"
"The Lord of the Rings (book)","3","What is Durin's Bane?","The Balrog of Moria","A mighty hammer","A mental illness that runs in Thorin's family","Azog the Defiler"
"The Lord of the Rings (book)","3","How many rings of power were made 'for the Elven-kings under the sky'?","Three","Seven","Nine","One"
"The Lord of the Rings (book)","3","How many rings of power did 'the Dwarf-lords in their halls of stone' receive?","Seven","Three","Nine","One"
"The Lord of the Rings (book)","3","How many rings of power were given to 'Mortal men doomed to die'?","Nine","Three","Seven","One"
"The Lord of the Rings (book)","3","How much is one Gross?","144","69","111","12"
"The Lord of the Rings (book)","3","Who is the proprietor of the Prancing Pony?","Barliman Butterbur","Bill Ferny","Tom Pickthorn","Forlong the Fat"
"The Lord of the Rings (book)","4","How many farthings does the Shire have in the fourth age?","4","3","0","5"
"The Lord of the Rings (book)","4","In which direction is Mordor?","South-East","North-West","South","North"
"The Lord of the Rings (book)","4","Which mountain does the fellowship try to pass?","The misty mountains","The snow mountains","The lonely mountain","The high mountains"
"The Lord of the Rings (book)","4","Which animal resembles the battering ram Grond?","A wolf","A fish","A bear","A dragon"
"The Lord of the Rings (book)","4","Who does Gandalf catch eavesdropping?","Sam","Merry","Pippin","Bilbo"
"The Lord of the Rings (book)","4","Whats Wormtongues real name?","Gríma","Grím","Gorath","Gramir"
"The Lord of the Rings (book)","4","What does Galadriel give to Frodo?","A vial of light","A dagger","A mithril shirt","A chain for the one ring"
"The Lord of the Rings (book)","4","In what do Frodo and Sam look?","The Mirror of Galadriel","Galadriel's river","Elrond's stone","Celeborn's window"
"The Lord of the Rings (book)","4","What does Gandalf say just before he falls in Moria?","Fly, you fools!","Run!","See you soon!","I'll be back!"
"The Lord of the Rings (book)","4","Who is the lord of Lothloríen?","Celeborn","Elrond","Legolas","Thranduíl"
"The Lord of the Rings (book)","4","What is the name of Gandalf's horse?","Shadowfax","Snowmane","Horse king","Whitefax"
"The Lord of the Rings (book)","4","Where do the elves sail?","Into the west","In the sky","They fall down at the edge","They drive in circles"
"The Lord of the Rings (book)","4","What does Gandalf call Pippin in Moria?","Fool of a Took!","Funny Took!","You fool!","Stupid hobbit!"
"The Lord of the Rings (book)","4","Who kills the witch king?","Éowyn","Éomer","Merry","Pippin"
"The Lord of the Rings (book)","4","What is the name of Aragorn's father?","Arathorn","Denethor","Isildur","Elrond"
"The Lord of the Rings (book)","4","Where do the ents live?","Fangorn forest","The Shire","The old forest","Around Rivendell"
"The Lord of the Rings (book)","4","Who found the ring in the river?","Deagol","Sméagol","Gollum","Bilbo"
"The Lord of the Rings (book)","4","What is the name of Frodo's father?","Drogo","Bilbo","Dargi","Gloín"
"The Lord of the Rings (book)","4","What does Pippin find after the defeat of Saruman?","A Palantir","Saruman's staff","An elven sword","A map of Mordor"
"The Lord of the Rings (book)","4","Who saves Frodo and Sam from the flames of mount doom?","The eagles","Some rangers","Defecting orcs","Gandalf"
"The Lord of the Rings (book)","4","Who captures Frodo and Sam before they get to Minas Morgul?","Faramir","The Haradrim","Highwaymen","No one"
"The Lord of the Rings (book)","4","What city does Faramir try to take back?","Osgiliath","Minas Tirith","Minas Ithil","Thal"
"The Lord of the Rings (book)","4","Which hobbit fought officially for Gondor?","Pippin","Merry","Sam","Frodo"
"The Lord of the Rings (book)","4","Which hobbit fought for Rohan?","Merry","Pippin","Sam","Frodo"
"The Lord of the Rings (book)","4","Where does Gandalf ride after the battle for Helms Deep?","Minas Tirith","Osgiliath","Minas Morgul","Edoras"
"The Lord of the Rings (book)","4","Who broke Saruman's staff?","Gandalf","Aragorn","Théoden","Wormtongue"
"The Lord of the Rings (book)","4","How does Saruman communicate with Sauron?","The Palantir","A courier","A Nazgûl","Through their minds"
"The Lord of the Rings (book)","4","What is the name of Galadriel's husband?","Celeborn","Elrond","Gil-Galad","Thranduíl"
"The Lord of the Rings (book)","4","Who got kicked out of the white council?","Saruman","Elrond","Galadriel","Gandalf"
"The Lord of the Rings (book)","4","What do the Mumakil carry on their backs?","Fight towers","Catapults","Spikes","Food"
"The Lord of the Rings (book)","4","In what language is the inscription on the ring?","The language of Mordor","Elvish","Dwarfish","The common tongue"
"The Lord of the Rings (book)","4","Who was the last person to have the one ring in his hand?","Gollum","Frodo","Sam","The ring never gets destroyed"
"The Lord of the Rings (book)","4","What battle cry have the armies of the men of the west at the battle of the black gate?","For Frodo!","For the humans!","For Gondor!","For middle earth!"
"The Lord of the Rings (book)","4","What does not attack the fellowship in Moria?","Wargs","Trolls","Orcs","A Balrog"
"The Lord of the Rings (book)","4","Who found the sword Sting?","Bilbo","Frodo","Balin","Thorin"
"The Lord of the Rings (book)","4","Whose death does the fellowship discover in Moria?","Balin's","Saruman","Boromir","Frodo"
"The Lord of the Rings (book)","4","Who is Boromir father?","Denethor","Earnur","Elessar","Faramir"
"The Lord of the Rings (book)","4","Who is the father of Legolas?","Thranduil","Elrond","Celeborn","Thrinuil"
"The Lord of the Rings (book)","4","What were the Nazgûl before becoming the Nazgûl?","Human kings","Elven kings","They have always been Nazgûl","Sauron created them from nothing"
"The Lord of the Rings (book)","4","Who already had the chance to defeat Sauron?","Isildur","Elendil","Gil-Galad","Gollum"
"The Lord of the Rings (book)","4","Who is Isildurs heir?","Aragorn","Arwen","Frodo","Gandalf"
"The Lord of the Rings (book)","4","What does Frodo do with Bag End when he departs for Rivendell?","He sells it to the Sackville Bagginses","He asks the old Gaffer to watch over it","He gifts it to a poor Hobbit family he knows well","He burns it down, pretending his death"
"The Lord of the Rings (book)","4","What happened to the Elves in the fourth age?","They sailed back to Valinor","They fell into the darkness","They became great warriors","They were deceived by Melkor and declared war on the Men"
"The Lord of the Rings (book)","4","What is the common language of the peoples of Middle Earth?","Westron","Westernesse","Elvish","Dwarfish"
"The Lord of the Rings (book)","4","Who was the father of Théoden?","Thengel","Théodred","Eorl the Young","Helm Hammerhand"
"The Lord of the Rings (book)","4","How did Frodo and Sam hide themselves in Mordor?","They wore Orc armour","They crawled the whole way","They did not need to hide, because Sauron's eye was drawn elsewhere","They walked underground through the tunnels of the Orcs to Mount Doom"
"The Lord of the Rings (book)","4","What river was the ring of power lost in, at the death of Isildur?","Anduin","Isen","Bruinen","Celduin (River Running)"
"The Lord of the Rings (book)","4","Who is the barman at the Prancing Pony Inn, in Bree?","Barliman Butterbur","Fredegar Bolger","Tom Bombadil","Bill Ferny"
"The Lord of the Rings (book)","4","What mountain chain does Moria lie under?","The Misty Mountains","Ered Luin (Blue Mountains)","Ered Lithui (Ash Mountains)","Ered Nimrais (White Mountains)"
"The Lord of the Rings (book)","4","What King was beguiled by Grima Wormtongue's treacherous work?","Théoden","Aragorn","Denethor","Elendil"
"The Lord of the Rings (book)","4","Who had / Where was the One Ring for the longest period of time?","In the Anduin","At Sauron's hand","In Smeagol's possession","In Bilbo's possession"
"The Lord of the Rings (book)","4","What does 'Nazgul' mean in the language of men?","Ringwraith","Dark Shadow","Servant of the Dark Lord","Black Rider"
"The Lord of the Rings (book)","5","(Bilbo's song) The Road Goes?","Ever On","Never On","To the elves","Back home"
"The Lord of the Rings (book)","5","Who takes Merry with him/her to Minas Tirith?","Éowyn","Gandalf","Eomér","Théoden"
"The Lord of the Rings (book)","5","What was the answer from Mordor after the Rohirrim arrived?","They attacked with the Mûmakil","The Nazgûl attacked","Sauron attacked","They surrendered"
"The Lord of the Rings (book)","5","On which river does the fellowship sail in the direction of Mordor?","The Anduin","The Adom","The long river","The Rivil"
"The Lord of the Rings (book)","5","Gandalf calls the Balrog the flame of?","Udun","Arnor","Fangorn","Istari"
"The Lord of the Rings (book)","5","What is the meeting of the ents called?","Entmoot","Ent meeting","Treebeard's council","Entthing"
"The Lord of the Rings (book)","5","How does Gandalf deflect the Nazgûl at the retreat from Osgiliath","With a light beam","With fireballs","With lightning","With his presence"
"The Lord of the Rings (book)","5","What are the names of the two towers?","Orthanc and Barad-dûr","Orthanc and Helms Deep","Barad-dûr and Minas Tirith","Barad-dûr and Helms Deep"
"The Lord of the Rings (book)","5","How does Saruman spy on the fellowship?","Crows","Warg riders","Orc spie","Palantir"
"The Lord of the Rings (book)","5","Who or what is a Palantir?","A seeing stone","Something to smoke","Something to eat","An eagle"
"The Lord of the Rings (book)","5","What is Galadriel's present for Legolas?","A bow","A golden arrow","A hairband","An image of Galadriel"
"The Lord of the Rings (book)","5","What is Galadriel's present for Gimli?","Three hairs","A new axe","New boots","A mithril shirt"
"The Lord of the Rings (book)","5","Where does Shelob live?","Cirith Ungol","Cahadras","Ithilien","Barad Dûr"
"The Lord of the Rings (book)","5","What is the elvish word for friend?","Mellon","Amino","Mallo","Kamu"
"The Lord of the Rings (book)","5","What is the dwarven name for Moria?","Khazad-dûm","Khazad-dam","Khazad-Morgul","Minas Morgul"
"The Lord of the Rings (book)","5","Who is Gimlis father?","Gloín","Balin","Ori","Thorin"
"The Lord of the Rings (book)","5","Who is not a member of the white council?","Thranduil","Gandalf","Saruman","Elrond"
"The Lord of the Rings (book)","5","What is the name of the huge elephant-like creatures?","Mûmakil","Allafatô","Mamaki","Mûmakali"
"The Lord of the Rings (book)","5","What is the name of the elvish harbor?","The grey havens","The huge havens","The golden havens","The beautiful havens"
"The Lord of the Rings (book)","5","What is the keyword for the entrance to Moria?","Mellon","Istari","I am","Let me in!"
"The Lord of the Rings (book)","5","Where did Gollum live for a long time with the ring?","In the misty mountains","In Mordor","In the Shire","In Cirith Ungol"
"The Lord of the Rings (book)","5","What is the name of the tower in Isengard?","Orthanc","Othis","Oroth-Dur","Orbus"
"The Lord of the Rings (book)","5","Whose spirit does Saruman corrupt?","Théoden's","Éomer's","Gandalf's","Pippin's"
"The Lord of the Rings (book)","5","Who does Éowyn marry?","Faramir","Boromir","Aragorn","Éomer"
"The Lord of the Rings (book)","5","Whom does Gollum kill to get the one ring?","Deagol","Melkor","Dogol","Sméagol"
"The Lord of the Rings (book)","5","What is the reasoning Smeagol tells Deagol to convince him to give Smeagol the ring?","Ist his birthday","He is the boss","The ring wants to him","Or else he will kill him"
"The Lord of the Rings (book)","5","What do the ents do with Isengard?","They flood it","They burn it down","What ents?","They ignore it"
"The Lord of the Rings (book)","5","Who was Gothmog?","The proconsul of Minas Morgul","The white town","The grey tower","The dark tower"
"The Lord of the Rings (book)","5","How does Denethor die?","He burns alive","He stabs himself","He drowns","He gets hit"
"The Lord of the Rings (book)","5","How does Gondor call for help?","The beacons of Gondor","Gandalfs fireworks","They dont call for help","With the palantir"
"The Lord of the Rings (book)","5","What is Pippin ordered to do for Denethor?","Sing","Cook","Bring wood","Play the flute"
"The Lord of the Rings (book)","5","What happens to Barad-Dur as the ring is destroyed?","It collapses","It sinks into the earth","Nothing","The eye vanishes and nothing else"
"The Lord of the Rings (book)","5","What is the name of the spider which poisoned Frodo?","Shelob","Ungol","Morgul","Cirith"
"The Lord of the Rings (book)","5","Who gives the humans a last chance to surrender?","The mouth of Sauron","The witch king","Sauron","Sharku"
"The Lord of the Rings (book)","5","What were Smeagol and Deagol doing before they found the ring?","They were fishing","They were having a birthday party","They were swimming","They fought"
"The Lord of the Rings (book)","5","Where does the Argonath (or the Pillars of Kings) stand?","Upon the river Anduin","At the Gap of Rohan","In Minas Ithil","In the center of Osgilitath"
"The Lord of the Rings (book)","5","Aragorn is king by right of which of the following kingdoms?","Arnor and Gondor","Arthedain and Cardolan","Orocarni and Gondor","Gondor and Imladris"
"The Lord of the Rings (book)","5","What was Saruman's most dangerous weapon?","His voice","His staff","His force","His dagger"
"The Lord of the Rings (book)","5","How is Aragorns validity proven when the hobbits meet him in Bree?","A letter from Gandalf tells them about Aragorn and the broken sword","The landlord Barliman Butterbur knows Aragorn and reassures the hobbits","Gandalf tells Frodo he can trust him","Tom Bombadil tells them that Aragorn is waiting in the Prancing Pony for them"
"The Lord of the Rings (book)","5","How are the inhabitants of Buckland protected against the Old Forest and its dangers?","They planted a high hedge","They dug a moat and diverted the Brandywine into it","They don't need protection","They built a stone wall which is protected by guards at night"
"The Lord of the Rings (book)","5","How many hobbits are invited into the great feast tent at Bilbo's 111th birthday party?","144","111","100","150"
"The Lord of the Rings (book)","5","How many meals does a hobbit eat per day, if given the opportunity?","7","6","4","8"
"The Lord of the Rings (book)","5","How many palantíri are there?","Seven","Three","Five","Nine"
"The Lord of the Rings (book)","5","What does Sam forget to take with him on the journey and regrets it?","A rope","A knife","A tinderbox","A backpack"
"The Lord of the Rings (book)","5","Elendil the...?","Tall","Great","Strong","Mighty"
"The Lord of the Rings (book)","5","What is the name of Saruman's Tower?","Orthanc","Isengard","Barad-dûr","Minas Ithil"
"The Lord of the Rings (book)","5","How is Frodo related to Bilbo?","They're first cousins","Bilbo is his father","They are not related","Bilbo is his uncle"
"The Lord of the Rings (book)","5","What is Wormtongue's given name?","Grima","Lathspell","Eothain","Lurtz"
"The Lord of the Rings (book)","5","Where does Galadriel linger during LotR?","Caras Galadhon","Minas Ithil","Ilmarin","Rivendell"
"The Lord of the Rings (book)","5","What is the name of the Lord of the Air who carried Gandalf?","Gwaihir","Thorondor","Meneldor","Landroval"
"The Lord of the Rings (book)","5","The Chamber of Records in Moria is also known as the Chamber of...?","Mazarbul","Knowledge","Archives","Khuzdul"
"The Lord of the Rings (book)","5","Denethor was...?","Steward of Gondor","Chancellor of Gondor","Marshal of Gondor","King of Gondor"
"The Lord of the Rings (book)","5","What landmark sits atop the summit of Amon Hen?","The Seat of Seeing","Orthanc","Cirith Ungol","A great bastion"
"The Lord of the Rings (book)","5","Who came to the rescue of Frodo, Sam, Pippin and Merry in the Barrow-downs?","Tom Bombadil","Aragorn","Barliman Butterbur","Gandalf"
"The Lord of the Rings (book)","5","The lieutenant of the Tower of Barad-dûr was known as what?","The Mouth of Sauron","The Sword of Sauron","Gothmog","The Witchking"
"The Lord of the Rings (book)","5","Who told Frodo about Gollum's story?","Gandalf","Bilbo","The Elves, including Gildor","Hobbits in the Green Dragon"
"The Lord of the Rings (book)","5","Who named the Fellowship of the Ring?","Elrond","Gandalf","Frodo","Aragorn"
"The Lord of the Rings (book)","5","What was the capital of Gondor during the War of the Ring?","Minas Tirith","Osgiliath","Pelargir","Dol Amroth"
"The Lord of the Rings (book)","5","Where were the heirlooms of the Dunedain people kept?","Rivendell","Minas Tirith","Annuminas","Fornost"
"The Lord of the Rings (book)","6","What is another name for the wizards?","The Istari","Istarus","Mithrandirs","Mellons"
"The Lord of the Rings (book)","6","Where does Boromir die?","Amon Hen","Amon Sun","Amon Anwar","Amon Din"
"The Lord of the Rings (book)","6","Who is a half elf?","Elrond","Legolas","Celeborn","Thranduil"
"The Lord of the Rings (book)","6","How many years did the ring extend Gollums life?","Approx. 500 years","Approx. 100 years","Approx. 1000 years","Approx. 1500 years"
"The Lord of the Rings (book)","6","Shadowfax is the?","King of the maeras","King of the Eagles","White Stallion","White warg"
"The Lord of the Rings (book)","6","Who was supposed to help Mordor instead of the army of the dead?","Corsars of Umbar","Soldiers of Rûhn","Haradrim","Pirates of Thal"
"The Lord of the Rings (book)","6","How many Rohirrim came to aid Gondor and Minas Tirith?","6000","10000","3000","15000"
"The Lord of the Rings (book)","6","Who wants Bag End for themselves?","The Sackville-Bagginses","The Tucks","The Proudfoots","The Gamgees"
"The Lord of the Rings (book)","6","What is Mrs. Sackville-Baggins' first name?","Lobelia","Rosie","Libia","Lola"
"The Lord of the Rings (book)","6","Which wizard lives in Mirkwood?","Radagast","Saruman","Pallando","Atala"
"The Lord of the Rings (book)","6","What did Smeagol once resemble?","Hobbits","Elves","Humans","Orcs"
"The Lord of the Rings (book)","6","Where was the ring found after Isildur lost it?","In a river","On a hill","In a house","In a cave"
"The Lord of the Rings (book)","6","Who kills the witch king?","A woman","A wizard","A man","An elf"
